xflr5 v6.53

Plane name :        Plane Name
Polar name :        T1-20.0 m/s-VLM2-Inviscid
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   17.000     0.000   1.359653   0.097189   0.000000   0.097189   0.000000  -0.000000   0.677983  -0.000000  -0.000000   20.0000     0.0834
   18.000     0.000   1.433382   0.107974   0.000000   0.107974   0.000000  -0.000000   0.708704  -0.000000  -0.000000   20.0000     0.0836
   19.000     0.000   1.506087   0.119151   0.000000   0.119151   0.000000  -0.000000   0.738136  -0.000000  -0.000000   20.0000     0.0838
   20.000     0.000   1.577727   0.130686   0.000000   0.130686   0.000000  -0.000000   0.766243  -0.000000  -0.000000   20.0000     0.0841
   21.000     0.000   1.648258   0.142544   0.000000   0.142544   0.000000  -0.000000   0.792990  -0.000000  -0.000000   20.0000     0.0843
   22.000     0.000   1.717642   0.154687   0.000000   0.154687   0.000000  -0.000000   0.818344  -0.000000  -0.000000   20.0000     0.0846
   23.000     0.000   1.785842   0.167077   0.000000   0.167077   0.000000  -0.000000   0.842276  -0.000000  -0.000000   20.0000     0.0849
   24.000     0.000   1.852821   0.179675   0.000000   0.179675   0.000000  -0.000000   0.864755  -0.000000  -0.000000   20.0000     0.0851
   25.000     0.000   1.918546   0.192443   0.000000   0.192443   0.000000  -0.000000   0.885754  -0.000000  -0.000000   20.0000     0.0854
   26.000     0.000   1.982988   0.205339   0.000000   0.205339   0.000000  -0.000000   0.905249  -0.000000  -0.000000   20.0000     0.0857
   27.000     0.000   2.046118   0.218323   0.000000   0.218323   0.000000  -0.000000   0.923214  -0.000000  -0.000000   20.0000     0.0861
   28.000     0.000   2.107908   0.231353   0.000000   0.231353   0.000000  -0.000000   0.939628  -0.000000  -0.000000   20.0000     0.0864
   29.000     0.000   2.168337   0.244388   0.000000   0.244388   0.000000  -0.000000   0.954472  -0.000000  -0.000000   20.0000     0.0867
   30.000     0.000   2.227382   0.257387   0.000000   0.257387   0.000000  -0.000000   0.967726  -0.000000  -0.000000   20.0000     0.0871
   31.000     0.000   2.285024   0.270307   0.000000   0.270307   0.000000  -0.000000   0.979376  -0.000000  -0.000000   20.0000     0.0874
   32.000     0.000   2.341247   0.283107   0.000000   0.283107   0.000000  -0.000000   0.989406  -0.000000  -0.000000   20.0000     0.0878
   33.000     0.000   2.396036   0.295744   0.000000   0.295744   0.000000  -0.000000   0.997804  -0.000000  -0.000000   20.0000     0.0882
   34.000     0.000   2.449380   0.308178   0.000000   0.308178   0.000000  -0.000000   1.004561  -0.000000  -0.000000   20.0000     0.0885
   35.000     0.000   2.501270   0.320368   0.000000   0.320368   0.000000  -0.000000   1.009667  -0.000000  -0.000000   20.0000     0.0889
   36.000     0.000   2.551699   0.332272   0.000000   0.332272   0.000000  -0.000000   1.013118  -0.000000  -0.000000   20.0000     0.0893
   37.000     0.000   2.600661   0.343850   0.000000   0.343850   0.000000  -0.000000   1.014908  -0.000000  -0.000000   20.0000     0.0897
   38.000     0.000   2.648156   0.355065   0.000000   0.355065   0.000000  -0.000000   1.015035  -0.000000  -0.000000   20.0000     0.0902
   39.000     0.000   2.694182   0.365876   0.000000   0.365876   0.000000  -0.000000   1.013500  -0.000000  -0.000000   20.0000     0.0906
   40.000     0.000   2.738742   0.376248   0.000000   0.376248   0.000000  -0.000000   1.010304  -0.000000  -0.000000   20.0000     0.0910
   41.000     0.000   2.781841   0.386142   0.000000   0.386142   0.000000   0.000000   1.005450  -0.000000  -0.000000   20.0000     0.0915
   42.000     0.000   2.823485   0.395524   0.000000   0.395524   0.000000  -0.000000   0.998946  -0.000000  -0.000000   20.0000     0.0919
   43.000     0.000   2.863684   0.404360   0.000000   0.404360   0.000000  -0.000000   0.990798  -0.000000  -0.000000   20.0000     0.0924
   44.000     0.000   2.902447   0.412616   0.000000   0.412616   0.000000  -0.000000   0.981018  -0.000000  -0.000000   20.0000     0.0928
   45.000     0.000   2.939789   0.420262   0.000000   0.420262   0.000000  -0.000000   0.969615  -0.000000  -0.000000   20.0000     0.0933


