xflr5 v6.53

Plane name :        A20 E0 R0
Polar name :        T1-25.0 m/s-VLM2-Inviscid
Freestream speed :  25.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   13.000     0.000   0.992841   0.045299   0.000000   0.045299   0.118161  -0.056924   0.445618  -0.031837  -0.031837   25.0000     0.0997
   14.000     0.000   1.066042   0.051485   0.000000   0.051485   0.125886  -0.057819   0.474694  -0.033686  -0.033686   25.0000     0.0998
   15.000     0.000   1.138565   0.058022   0.000000   0.058022   0.133531  -0.058759   0.502809  -0.035476  -0.035476   25.0000     0.0999
   16.000     0.000   1.210370   0.064892   0.000000   0.064892   0.141088  -0.059741   0.529930  -0.037202  -0.037202   25.0000     0.1001
   17.000     0.000   1.281417   0.072072   0.000000   0.072072   0.148548  -0.060762   0.556023  -0.038862  -0.038862   25.0000     0.1002
   18.000     0.000   1.351667   0.079538   0.000000   0.079538   0.155900  -0.061818   0.581057  -0.040452  -0.040452   25.0000     0.1004
   19.000     0.000   1.421085   0.087267   0.000000   0.087267   0.163137  -0.062906   0.605002  -0.041968  -0.041968   25.0000     0.1006
   20.000     0.000   1.489633   0.095234   0.000000   0.095234   0.170250  -0.064022   0.627827  -0.043408  -0.043408   25.0000     0.1008
   21.000     0.000   1.557278   0.103414   0.000000   0.103414   0.177229  -0.065163   0.649506  -0.044769  -0.044769   25.0000     0.1010
   22.000     0.000   1.623987   0.111780   0.000000   0.111780   0.184067  -0.066325   0.670011  -0.046048  -0.046048   25.0000     0.1012
   23.000     0.000   1.689729   0.120304   0.000000   0.120304   0.190754  -0.067504   0.689318  -0.047243  -0.047243   25.0000     0.1015
   24.000     0.000   1.754476   0.128961   0.000000   0.128961   0.197284  -0.068696   0.707404  -0.048352  -0.048352   25.0000     0.1017
   25.000     0.000   1.818198   0.137720   0.000000   0.137720   0.203647  -0.069896   0.724246  -0.049372  -0.049372   25.0000     0.1020
