xflr5 v6.53

Plane name :        A0 E0 R20
Polar name :        T1-20.0 m/s-VLM2-Inviscid
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   13.000     0.000   1.071924   0.083468   0.000000   0.083468  -0.066050   0.003918   0.518181   0.020105   0.020105   20.0000     0.0917
   14.000     0.000   1.148799   0.092465   0.000000   0.092465  -0.065989   0.004277   0.553783   0.020039   0.020039   20.0000     0.0913
   15.000     0.000   1.224837   0.101955   0.000000   0.101955  -0.065888   0.004631   0.588268   0.019955   0.019955   20.0000     0.0910
   16.000     0.000   1.299987   0.111910   0.000000   0.111910  -0.065747   0.004980   0.621596   0.019853   0.019853   20.0000     0.0907
   17.000     0.000   1.374201   0.122299   0.000000   0.122299  -0.065566   0.005325   0.653726   0.019733   0.019733   20.0000     0.0906
   18.000     0.000   1.447433   0.133090   0.000000   0.133090  -0.065346   0.005663   0.684618   0.019595   0.019595   20.0000     0.0904
   19.000     0.000   1.519638   0.144250   0.000000   0.144250  -0.065086   0.005994   0.714235   0.019440   0.019440   20.0000     0.0903
   20.000     0.000   1.590774   0.155743   0.000000   0.155743  -0.064787   0.006318   0.742541   0.019268   0.019268   20.0000     0.0903
   21.000     0.000   1.660800   0.167534   0.000000   0.167534  -0.064449   0.006633   0.769502   0.019079   0.019079   20.0000     0.0903
   22.000     0.000   1.729677   0.179587   0.000000   0.179587  -0.064073   0.006940   0.795084   0.018874   0.018874   20.0000     0.0903
   23.000     0.000   1.797369   0.191863   0.000000   0.191863  -0.063659   0.007237   0.819256   0.018652   0.018652   20.0000     0.0904
   24.000     0.000   1.863843   0.204324   0.000000   0.204324  -0.063208   0.007524   0.841990   0.018416   0.018416   20.0000     0.0905
   25.000     0.000   1.929065   0.216931   0.000000   0.216931  -0.062721   0.007801   0.863256   0.018164   0.018164   20.0000     0.0906
   26.000     0.000   1.993005   0.229643   0.000000   0.229643  -0.062197   0.008066   0.883030   0.017899   0.017899   20.0000     0.0908
   27.000     0.000   2.055638   0.242421   0.000000   0.242421  -0.061637   0.008319   0.901287   0.017619   0.017619   20.0000     0.0909
   28.000     0.000   2.116936   0.255224   0.000000   0.255224  -0.061043   0.008561   0.918005   0.017326   0.017326   20.0000     0.0911
   29.000     0.000   2.176878   0.268010   0.000000   0.268010  -0.060414   0.008789   0.933164   0.017021   0.017021   20.0000     0.0913
   30.000     0.000   2.235442   0.280739   0.000000   0.280739  -0.059753   0.009004   0.946744   0.016703   0.016703   20.0000     0.0915
   31.000     0.000   2.292612   0.293368   0.000000   0.293368  -0.059058   0.009206   0.958731   0.016374   0.016374   20.0000     0.0918
   32.000     0.000   2.348370   0.305858   0.000000   0.305858  -0.058332   0.009394   0.969108   0.016035   0.016035   20.0000     0.0920
   33.000     0.000   2.402704   0.318166   0.000000   0.318166  -0.057575   0.009567   0.977864   0.015685   0.015685   20.0000     0.0923
   34.000     0.000   2.455602   0.330252   0.000000   0.330252  -0.056789   0.009726   0.984987   0.015326   0.015326   20.0000     0.0926
   35.000     0.000   2.507057   0.342076   0.000000   0.342076  -0.055973   0.009870   0.990469   0.014959   0.014959   20.0000     0.0929
   36.000     0.000   2.557062   0.353598   0.000000   0.353598  -0.055129   0.009998   0.994304   0.014584   0.014584   20.0000     0.0932
   37.000     0.000   2.605612   0.364778   0.000000   0.364778  -0.054259   0.010112   0.996486   0.014202   0.014202   20.0000     0.0935
   38.000     0.000   2.652706   0.375579   0.000000   0.375579  -0.053362   0.010210   0.997014   0.013814   0.013814   20.0000     0.0939
   39.000     0.000   2.698346   0.385963   0.000000   0.385963  -0.052441   0.010292   0.995885   0.013420   0.013420   20.0000     0.0942
   40.000     0.000   2.742533   0.395892   0.000000   0.395892  -0.051496   0.010359   0.993103   0.013021   0.013021   20.0000     0.0946
   41.000     0.000   2.785273   0.405333   0.000000   0.405333  -0.050529   0.010410   0.988669   0.012619   0.012619   20.0000     0.0949
   42.000     0.000   2.826572   0.414249   0.000000   0.414249  -0.049540   0.010446   0.982590   0.012213   0.012213   20.0000     0.0953
   43.000     0.000   2.866441   0.422609   0.000000   0.422609  -0.048532   0.010466   0.974873   0.011805   0.011805   20.0000     0.0957
   44.000     0.000   2.904890   0.430380   0.000000   0.430380  -0.047504   0.010470   0.965527   0.011395   0.011395   20.0000     0.0961
   45.000     0.000   2.941932   0.437531   0.000000   0.437531  -0.046459   0.010459   0.954564   0.010985   0.010985   20.0000     0.0965


