xflr5 v6.53

Plane name :        A-20 E0 R-20
Polar name :        T1-10.0 m/s-VLM2-Inviscid
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   32.000     0.000   2.158178   0.288428   0.000000   0.288428  -0.024470   0.040551   0.845920  -0.004361  -0.004361   10.0000     0.0988
   33.000     0.000   2.207000   0.301389   0.000000   0.301389  -0.026536   0.040163   0.853548  -0.004086  -0.004086   10.0000     0.0991
   34.000     0.000   2.254389   0.314198   0.000000   0.314198  -0.028540   0.039765   0.859733  -0.003826  -0.003826   10.0000     0.0995
   35.000     0.000   2.300335   0.326810   0.000000   0.326810  -0.030480   0.039355   0.864467  -0.003581  -0.003581   10.0000     0.0998
   36.000     0.000   2.344830   0.339183   0.000000   0.339183  -0.032354   0.038935   0.867744  -0.003351  -0.003351   10.0000     0.1002
   37.000     0.000   2.387869   0.351274   0.000000   0.351274  -0.034158   0.038502   0.869561  -0.003136  -0.003136   10.0000     0.1006
   38.000     0.000   2.429450   0.363040   0.000000   0.363040  -0.035892   0.038057   0.869915  -0.002936  -0.002936   10.0000     0.1010
   39.000     0.000   2.469571   0.374440   0.000000   0.374440  -0.037553   0.037598   0.868806  -0.002751  -0.002751   10.0000     0.1014
   40.000     0.000   2.508236   0.385433   0.000000   0.385433  -0.039138   0.037125   0.866235  -0.002581  -0.002581   10.0000     0.1018
   41.000     0.000   2.545449   0.395980   0.000000   0.395980  -0.040646   0.036637   0.862206  -0.002426  -0.002426   10.0000     0.1023
   42.000     0.000   2.581215   0.406041   0.000000   0.406041  -0.042076   0.036133   0.856723  -0.002286  -0.002286   10.0000     0.1028
   43.000     0.000   2.615546   0.415579   0.000000   0.415579  -0.043425   0.035613   0.849793  -0.002160  -0.002160   10.0000     0.1032
   44.000     0.000   2.648452   0.424558   0.000000   0.424558  -0.044691   0.035077   0.841424  -0.002048  -0.002048   10.0000     0.1037
   45.000     0.000   2.679946   0.432942   0.000000   0.432942  -0.045874   0.034522   0.831627  -0.001951  -0.001951   10.0000     0.1042


