xflr5 v6.53

Plane name :        A0 E20 R-20
Polar name :        T1-15.0 m/s-VLM2-Inviscid
Freestream speed :  15.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   18.000     0.000   1.605557   0.167528   0.000000   0.167528   0.058708  -0.004693   0.393189  -0.018255  -0.018255   15.0000     0.1525
   19.000     0.000   1.675399   0.179934   0.000000   0.179934   0.058450  -0.004999   0.426865  -0.018099  -0.018099   15.0000     0.1495
   20.000     0.000   1.744092   0.192595   0.000000   0.192595   0.058158  -0.005298   0.459373  -0.017927  -0.017927   15.0000     0.1468
   21.000     0.000   1.811600   0.205472   0.000000   0.205472   0.057831  -0.005589   0.490674  -0.017740  -0.017740   15.0000     0.1443
   22.000     0.000   1.877890   0.218526   0.000000   0.218526   0.057470  -0.005871   0.520728  -0.017538  -0.017538   15.0000     0.1420
   23.000     0.000   1.942930   0.231719   0.000000   0.231719   0.057075  -0.006145   0.549500  -0.017322  -0.017322   15.0000     0.1400
   24.000     0.000   2.006690   0.245011   0.000000   0.245011   0.056646  -0.006409   0.576954  -0.017092  -0.017092   15.0000     0.1381
   25.000     0.000   2.069143   0.258361   0.000000   0.258361   0.056185  -0.006662   0.603057  -0.016848  -0.016848   15.0000     0.1364
   26.000     0.000   2.130263   0.271728   0.000000   0.271728   0.055692  -0.006906   0.627777  -0.016590  -0.016590   15.0000     0.1348
   27.000     0.000   2.190029   0.285073   0.000000   0.285073   0.055167  -0.007138   0.651084  -0.016321  -0.016321   15.0000     0.1334
   28.000     0.000   2.248419   0.298353   0.000000   0.298353   0.054612  -0.007359   0.672949  -0.016039  -0.016039   15.0000     0.1321
   29.000     0.000   2.305416   0.311528   0.000000   0.311528   0.054026  -0.007567   0.693347  -0.015746  -0.015746   15.0000     0.1309
   30.000     0.000   2.361004   0.324556   0.000000   0.324556   0.053410  -0.007764   0.712251  -0.015443  -0.015443   15.0000     0.1298
   31.000     0.000   2.415170   0.337396   0.000000   0.337396   0.052766  -0.007948   0.729640  -0.015129  -0.015129   15.0000     0.1287
   32.000     0.000   2.467902   0.350009   0.000000   0.350009   0.052093  -0.008118   0.745491  -0.014805  -0.014805   15.0000     0.1278
   33.000     0.000   2.519193   0.362353   0.000000   0.362353   0.051393  -0.008276   0.759786  -0.014473  -0.014473   15.0000     0.1269
   34.000     0.000   2.569036   0.374390   0.000000   0.374390   0.050667  -0.008420   0.772507  -0.014133  -0.014133   15.0000     0.1261
   35.000     0.000   2.617428   0.386080   0.000000   0.386080   0.049916  -0.008550   0.783639  -0.013785  -0.013785   15.0000     0.1254
   36.000     0.000   2.664366   0.397385   0.000000   0.397385   0.049140  -0.008666   0.793168  -0.013430  -0.013430   15.0000     0.1247
   37.000     0.000   2.709851   0.408267   0.000000   0.408267   0.048340  -0.008768   0.801082  -0.013069  -0.013069   15.0000     0.1241
   38.000     0.000   2.753886   0.418690   0.000000   0.418690   0.047518  -0.008856   0.807372  -0.012703  -0.012703   15.0000     0.1235
   39.000     0.000   2.796475   0.428619   0.000000   0.428619   0.046674  -0.008929   0.812030  -0.012332  -0.012332   15.0000     0.1229
   40.000     0.000   2.837627   0.438019   0.000000   0.438019   0.045810  -0.008988   0.815051  -0.011957  -0.011957   15.0000     0.1224
   41.000     0.000   2.877350   0.446858   0.000000   0.446858   0.044925  -0.009033   0.816430  -0.011580  -0.011580   15.0000     0.1220
   42.000     0.000   2.915655   0.455103   0.000000   0.455103   0.044023  -0.009063   0.816167  -0.011199  -0.011199   15.0000     0.1216
   43.000     0.000   2.952556   0.462725   0.000000   0.462725   0.043103  -0.009079   0.814261  -0.010817  -0.010817   15.0000     0.1212
   44.000     0.000   2.988066   0.469694   0.000000   0.469694   0.042167  -0.009081   0.810715  -0.010434  -0.010434   15.0000     0.1208
   45.000     0.000   3.022203   0.475985   0.000000   0.475985   0.041215  -0.009069   0.805532  -0.010050  -0.010050   15.0000     0.1205


